id,title,domain,severity,effort,files,evidence,recommendation,cve
DOC-06,Version-tag inconsistency across docs (@main vs @v1),docs,Medium,S,docs/workflows;examples;USAGE_EXAMPLES.md,docs/workflows pages and examples/* mix @main and @v1; USAGE_EXAMPLES.md:225 is @main while the rest are @v1,Standardize the ref repo-wide per the DOC-01 decision.,
DOC-07,Stale point-in-time working notes presented as current docs,docs,Medium,S,docs/PHASE1_IMPLEMENTATION_COMPLETE.md;docs/RECOMMENDED_NEXT_STEPS.md;PYPI_WORKFLOW_ANALYSIS.md;docs/ENHANCEMENT_IMPLEMENTATION_ANALYSIS.md;docs/planning,PHASE1_IMPLEMENTATION_COMPLETE.md:3-7 and RECOMMENDED_NEXT_STEPS.md:3 dated 2025-01-07; PYPI_WORKFLOW_ANALYSIS.md:3-4 dated 2025-12-06; status/emoji badges read as project state not reference,Move to docs/archive/ or convert to dated audit entries; keep QLTY_INTEGRATION.md which reads as a durable how-to.,
SEC-01,Floating @master action pin in the SonarQube quality-gate template,security,Medium,S,workflow-templates/python-sonarcloud.yml,"workflow-templates/python-sonarcloud.yml:103 uses sonarsource/sonarqube-quality-gate-action@master, the only non-SHA uses across 51 workflows; production .github/workflows/python-sonarcloud.yml:411 pins the same action to cf038b0e (v1.2.0)","Pin the template line to the SHA (cf038b0e / v1.2.0) already used in production so consumers inherit a SHA pin, not a branch. (Also raised as DEP-01.)",
ARCH-04,Python-version lists scattered as literals with no central source,architecture,Medium,M,.github/workflows/python-ci.yml;workflow-templates/python-ci.yml,"Three distinct version-list literals across files (3.10-3.14 x1, 3.10-3.13 x3, 3.11-3.12 x1); bumping the range needs edits in multiple files, unlike the uniform action SHAs",Centralize the supported-version matrix as a single reusable-input default or documented constants block and have templates inherit it.,
CQ-03,"calculate-image-storage.sh is 302 lines, mostly static prints plus 15 bc calls",code-quality,Medium,M,scripts/calculate-image-storage.sh,"302 lines, 91 echo calls, 15 bc -l subshells (lines 47-65,105-147,267,294); untested --all/--local/--repo mode dispatch (lines 80,157)","Extract the static pricing/recommendation text to a heredoc or data file and collapse the bc math, then add coverage.",
DOC-04,Per-workflow doc coverage is 14 of 23 reusables,docs,Medium,M,docs/workflows,"23 python-*.yml reusables; only 14 have a doc page; 9 missing (pr-validation, precommit, qlty-coverage, release, reuse, sbom, scorecard, security-analysis, slsa)","Add stub pages for the 9 uncovered reusables, prioritizing release/publish/security workflows users call directly.",
ARCH-08,CLAUDE.md understates the script and test surface,architecture,Low,S,.claude/CLAUDE.md;scripts,"CLAUDE.md names 2 tested scripts; scripts/ holds 7 .sh files, so 5 are unmentioned and their test status is undocumented",List all scripts in CLAUDE.md and state which are under Bats coverage.,
CICD-04,Coverage and Sonar gates target a package this repo does not have,cicd,Low,S,.codecov.yml;sonar-project.properties;.github/workflows/sonarcloud.yml,.codecov.yml:7-13 sets 80/90% targets while its header says the repo has no package; sonar.sources=. on a YAML/shell-only repo; sonarcloud.yml runs every push/PR,Set .codecov.yml informational:true or scope it to caller repos; disable the Sonar coverage gate for this repo.,
CICD-05,setup-python steps lack cache where not uv-backed,cicd,Low,S,.github/workflows/python-docs.yml;.github/workflows/python-fuzzing.yml;.github/workflows/python-sbom.yml;.github/workflows/python-compatibility.yml;.github/workflows/python-mutation.yml,"setup-python@v6 steps pass no cache: input (python-fuzzing.yml:119, python-sbom.yml:121, etc.) where not paired with an enable-cache uv step; marginal wasted install time","Add cache: pip to setup-python steps not backed by an enable-cache uv step, or rely solely on uv.",
CICD-06,reuse.yml lacks concurrency control,cicd,Low,S,.github/workflows/reuse.yml,"5 of 34 workflows set concurrency; reuse.yml runs on every push/PR (lines 8-19) with a docker run SPDX step and no concurrency, so superseded pushes keep running",Add a concurrency group with cancel-in-progress:true to reuse.yml.,
CQ-04,Unquoted $total_size argument,code-quality,Low,S,scripts/calculate-image-storage.sh,calculate-image-storage.sh:129 passes $total_size unquoted to bytes_to_human; harmless today but inconsistent and a latent word-split bug,"Quote it as ""$total_size"".",
CQ-08,Orphaned test fixture test-unpinned.yml,code-quality,Low,S,tests/fixtures/workflows/test-unpinned.yml,tests/fixtures/workflows/test-unpinned.yml is referenced by no @test (git grep test-unpinned tests/ empty); the unpinned assertion uses inline fixtures,Wire it into an explicit unpinned-detection test or remove it.,
CQ-09,"Idiom inconsistency, [ ] vs [[ ]] and echo vs printf",code-quality,Low,S,scripts/transfer-repos.sh;scripts/sync-secrets.sh;scripts/calculate-image-storage.sh;scripts/regenerate-checksums.sh,"Older scripts mix [ ] (transfer-repos.sh:50,65,134,138,156 etc) while tested scripts use [[ ]]; no correctness impact, all operands quoted",Standardize on [[ ]] opportunistically when these scripts are next touched.,
DEP-05,Pre-commit hooks SHA-pinned but absent from Renovate managers,dependencies,Low,S,.pre-commit-config.yaml;renovate.json,"Hooks pinned with rev+comment (lines 8,25,34,43,52,68); renovate enabledManagers lists only pep621/pip_requirements/github-actions; pre-commit-hooks is at v4.5.0 (older line)",Add the pre-commit manager to Renovate so hook revs get the same automated bumps as actions.,
DOC-08,Instruction-file policy duplicated across four to five files,docs,Low,S,AGENTS.md;GEMINI.md;.claude/CLAUDE.md;.github/copilot-instructions.md,"SHA-pin policy appears in GEMINI.md, CLAUDE.md, copilot-instructions.md; the model-selection table appears in AGENTS.md and CLAUDE.md; drift risk on update",Make one canonical file and have the others cross-reference it.,
SEC-02,SonarQube quality gate is non-blocking,security,Low,S,workflow-templates/python-sonarcloud.yml,workflow-templates/python-sonarcloud.yml:108 continue-on-error:true on Check Quality Gate; a failing gate does not fail the workflow (report-only),"Document the report-only intent in the template header, or expose an input so consumers can opt into blocking.",
SEC-03,Container scan SARIF/login use continue-on-error; vuln gate is opt-in,security,Low,S,.github/workflows/python-container-security.yml,"python-container-security.yml:168/216/286 continue-on-error on SARIF upload and login; the gate at :269 keys exit-code on fail-on-vulnerabilities, which defaults to report-only",Confirm the intended posture and consider defaulting fail-on-vulnerabilities to true so the container gate blocks unless waived.,
SEC-04,Self-referential security workflows pinned via a mutable # main comment,security,Low,S,.github/workflows/security-analysis.yml;.github/workflows/scorecard.yml,"security-analysis.yml:23 and scorecard.yml:29 pin the org reusable to SHA 6f71aec with a trailing # main comment, so an auto-bump could advance to branch tip without a tag gate","Once versioned tags exist, repin self-referential security workflows to a # vX tag SHA.",
CQ-07,pin_tags_main is a 100-line function duplicating the legacy loop,code-quality,Low,M,scripts/update-pinned-actions.sh,"update-pinned-actions.sh:238-338 and 377-433 duplicate the same resolve/query/sed shape (duplicate jq at 273-275/393-395, duplicate sed-escape at 300-326/482-483)",Factor the shared latest-tag-to-SHA lookup and sed-substitution builder into helpers used by both modes.,
